intervalo;setor;endereco;turno;rota_setor;frequencia
01:00 à 04:20 hs;3-13;R DOZE DE OUTUBRO;NOTURNO;21;TER, QUI, SAB
01:00 à 04:20 hs;3-13;AV DOUTOR MALAQUIAS;NOTURNO;22;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R UCHÔA CAVALCANTE;NOTURNO;23;TER, QUI, SAB
01:00 à 04:20 hs;3-13;R ALBERTO PAIVA;NOTURNO;24;TER, QUI, SAB
19:30 à 00:00 hs;3-15;R AMÉLIA;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-15;R DOUTOR VICENTE MEIRA;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-15;R VIGÁRIO BARRETO;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-15;R DOM MIGUEL DE LIMA VALVERDE;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-15;R SANTO ELIAS;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-15;R DO ESPINHEIRO;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-15;R DA HORA;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-15;AV GOVERNADOR AGAMENON MAGALHÃES - PISTA LATERAL;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-15;AV GOVERNADOR AGAMENON MAGALHÃES;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-15;AV GOVERNADOR AGAMENON MAGALHÃES - PISTA LATERAL;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-15;AV CONSELHEIRO ROSA E SILVA;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-15;R DO ESPINHEIRO;NOTURNO;12;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R JOSÉ LUIZ DA S BARROS;NOTURNO;13;TER, QUI, SAB
01:00 à 04:20 hs;3-15;AV GOVERNADOR AGAMENON MAGALHÃES;NOTURNO;14;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R DOUTOR LEOPOLDO LINS;NOTURNO;15;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R BUENOS AIRES;NOTURNO;16;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R VENEZUELA;NOTURNO;17;TER, QUI, SAB
01:00 à 04:20 hs;3-15;AV GOVERNADOR AGAMENON MAGALHÃES;NOTURNO;18;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R NICARÁGUA;NOTURNO;19;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R SÃO SALVADOR;NOTURNO;20;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R DOUTOR BANDEIRA FILHO;NOTURNO;21;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R DA HORA;NOTURNO;22;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R AMÉLIA;NOTURNO;23;TER, QUI, SAB
01:00 à 04:20 hs;3-15;R DA HORA;NOTURNO;24;TER, QUI, SAB
01:00 à 04:20 hs;3-15;AV CONSELHEIRO ROSA E SILVA;NOTURNO;25;TER, QUI, SAB
19:30 à 00:00 hs;3-17;AV RUI BARBOSA;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-17;R DA AMIZADE;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-17;R CARDEAL ARCOVERDE;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-17;R GERVÁSIO FIORAVANTE;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-17;R DAS GRAÇAS;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-17;R NUPORANGA;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-17;R DOM SEBASTIÃO LEME;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-17;R JACOBINA;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-17;R DOUTOR OSVALDO SALSA;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-17;R ANIBAL FALCÃO;NOTURNO;10;TER, QUI, SAB
01:00 à 04:20 hs;3-17;R MANOEL DE ALMEIDA;NOTURNO;11;TER, QUI, SAB
01:00 à 04:20 hs;3-17;R TENENTE ANTÔNIO JOÃO;NOTURNO;12;TER, QUI, SAB
01:00 à 04:20 hs;3-17;R MEDEIROS DE ALBUQUERQUE;NOTURNO;13;TER, QUI, SAB
01:00 à 04:20 hs;3-17;R BRUNO MAIA;NOTURNO;14;TER, QUI, SAB
01:00 à 04:20 hs;3-17;R DONA ANUNCIADA;NOTURNO;15;TER, QUI, SAB
01:00 à 04:20 hs;3-17;R JOÃO RAMOS;NOTURNO;16;TER, QUI, SAB
01:00 à 04:20 hs;3-17;R CONFEDERAÇÃO DO EQUADOR;NOTURNO;17;TER, QUI, SAB
01:00 à 04:20 hs;3-17;R DO CUPIM;NOTURNO;18;TER, QUI, SAB
01:00 à 04:20 hs;3-17;R ESMERALDINO BANDEIRA;NOTURNO;19;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R TABAIARAS;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R MAURO BORRIONE;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R JOÃO ELÍSIO RAMOS;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-21;ESTR DOS REMÉDIOS;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R DO FONSECA;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R DOUTOR JOÃO MARQUES;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R ASTORGA;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-21;ESTR DOS REMÉDIOS;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R JOSÉ GONÇALVES DE MEDEIROS;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R COMANDANTE BENTO DE AGUIAR;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R BENFICA;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-21;PÇA DO INTERNACIONAL;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R COMANDANTE BENTO DE AGUIAR;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R HELENA DE LEMOS;NOTURNO;14;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R GUAPORANGA;NOTURNO;15;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R JOÃO ELÍSIO RAMOS;NOTURNO;16;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R MAURO BORRIONE;NOTURNO;17;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R SENADOR FÁBIO DE BARROS;NOTURNO;18;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R ASTORGA;NOTURNO;19;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R DOUTOR JOÃO MARQUES;NOTURNO;20;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R DO FONSECA;NOTURNO;21;TER, QUI, SAB
19:30 à 00:00 hs;3-21;PÇA DA BANDEIRA;NOTURNO;22;TER, QUI, SAB
19:30 à 00:00 hs;3-21;AV BEIRA RIO;NOTURNO;23;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R DOUTOR JOAQUIM DOS SANTOS SOUTO;NOTURNO;24;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R HISBELO CAMPOS;NOTURNO;25;TER, QUI, SAB
19:30 à 00:00 hs;3-21;AV PREFEITO LIMA CASTRO;NOTURNO;26;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R DOUTOR NAZARENO CAMPELO;NOTURNO;27;TER, QUI, SAB
19:30 à 00:00 hs;3-21;PTE PROFESSOR LIMA DE CATILHO;NOTURNO;28;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R PAISSANDU;NOTURNO;29;TER, QUI, SAB
19:30 à 00:00 hs;3-21;AV PORTUGAL;NOTURNO;30;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R PACÍFICO DOS SANTOS;NOTURNO;31;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R BEIRA RIO;NOTURNO;32;TER, QUI, SAB
19:30 à 00:00 hs;3-21;AV GOVERNADOR AGAMENON MAGALHÃES - PISTA LATERAL;NOTURNO;33;TER, QUI, SAB
19:30 à 00:00 hs;3-21;AV GOVERNADOR AGAMENON MAGALHÃES;NOTURNO;34;TER, QUI, SAB
19:30 à 00:00 hs;3-21;AC P/ AV GOV. AGAMENON MAGALHÃES;NOTURNO;35;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R PAPA JOÃO PAULO II;NOTURNO;36;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R VISCONDESSA DO LIVRAMENTO;NOTURNO;37;TER, QUI, SAB
19:30 à 00:00 hs;3-21;R EPAMINONDAS DE MELO;NOTURNO;38;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R DOUTOR ESTÁCIO COIMBRA;NOTURNO;39;TER, QUI, SAB
01:00 à 04:00 hs;3-21;PÇA DA BANDEIRA;NOTURNO;40;TER, QUI, SAB
01:00 à 04:00 hs;3-21;PÇA DO DERBY;NOTURNO;41;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R JENER DE SOUZA;NOTURNO;42;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R HENRIQUE DIAS;NOTURNO;43;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R BARÃO DE GOIANA;NOTURNO;44;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R AMAURI DE MEDEIROS;NOTURNO;45;TER, QUI, SAB
01:00 à 04:00 hs;3-21;PÇA DO DERBY;NOTURNO;46;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R FELICIANO GOMES;NOTURNO;47;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R DA BAIXA VERDE;NOTURNO;48;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R JORNALISTA PAULO BITTENCOURT;NOTURNO;49;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R JOAQUIM NABUCO;NOTURNO;50;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R DAS CREOULAS;NOTURNO;51;TER, QUI, SAB
01:00 à 04:00 hs;3-21;AV RUI BARBOSA;NOTURNO;52;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R DOUTOR JOSÉ DE BARROS;NOTURNO;53;TER, QUI, SAB
01:00 à 04:00 hs;3-21;AV GOVERNADOR AGAMENON MAGALHÃES - PISTA LATERAL;NOTURNO;54;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R JOSÉ MÚCIO MONTEIRO;NOTURNO;55;TER, QUI, SAB
01:00 à 04:00 hs;3-21;R PROFESSOR BENEDICTO MONTEIRO;NOTURNO;56;TER, QUI, SAB
01:00 à 04:00 hs;3-21;AV ENGENHEIRO ABDIAS DE CARVALHO;NOTURNO;57;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R DESEMBARGADOR LUIZ SALAZAR;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-23;AV VISCONDE DE ALBUQUERQUE;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R JANUÁRIO BARBOSA;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-23;AV VISCONDE DE ALBUQUERQUE;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R PESSOA DE MELO;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R DOM JOÃO DE SOUZA;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R DOUTOR ARTHUR GONÇALVES;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R JANUÁRIO BARBOSA;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R DEMÓSTENES DE OLINDA;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R JOSÉ BONIFÁCIO;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R DEMÓSTENES DE OLINDA;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-23;AV BEIRA RIO;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R J A DA SILVEIRA;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-23;AV BEIRA RIO;NOTURNO;14;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R JOSÉ OSÓRIO;NOTURNO;15;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R BARTOLOMEU DE GUSMÃO;NOTURNO;16;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R LOPES DE CARVALHO;NOTURNO;17;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R MONSENHOR JÚLIO MARIA;NOTURNO;18;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R BENFICA;NOTURNO;19;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R JOSÉ GONÇALVES DE MEDEIROS;NOTURNO;20;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R HERMÓGENES DE MORAIS;NOTURNO;21;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R LOPES DE CARVALHO;NOTURNO;22;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R BARTOLOMEU DE GUSMÃO;NOTURNO;23;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R FERNANDES OLIVEIRA LAMENHA;NOTURNO;24;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R JOÃO IVO DA SILVA;NOTURNO;25;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R RICARDO SALAZAR;NOTURNO;26;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R JAPECANGA;NOTURNO;27;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R MANOEL DE A CÂMARA;NOTURNO;28;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R RODRIGUES DE MENDOÇA;NOTURNO;29;TER, QUI, SAB
19:30 à 00:00 hs;3-23;R HERCÍLIO CUNHA;NOTURNO;30;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R NOBRE DE LACERDA;NOTURNO;31;TER, QUI, SAB
01:00 à 04:20 hs;3-23;AV ENGENHEIRO ABDIAS DE CARVALHO;NOTURNO;32;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R ALFREDO PEREIRA BORBA;NOTURNO;33;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R PINTO JÚNIOR;NOTURNO;34;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R SANTA EDWIGES;NOTURNO;35;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R PROFESSOR FRANCISCO DE FIGUEIREDO;NOTURNO;36;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R DOUTOR ALFREDO NÁDER;NOTURNO;37;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R DINIZ BARRETO;NOTURNO;38;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R GERVÁSIO CAMPELO;NOTURNO;39;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R PANDIÁ CALÓGERAS;NOTURNO;40;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R RODRIGUES DE MENDOÇA;NOTURNO;41;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R DOUTOR JOSÉ MARCELINO;NOTURNO;42;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R DOUTOR BATISTA DE CARVALHO;NOTURNO;43;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R CARLOS ESTEVÃO;NOTURNO;44;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R NOBRE DE LACERDA;NOTURNO;45;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R BÁRBARA DE ALENCAR;NOTURNO;46;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R DOUTOR NAPOLEÃO LAUREANO;NOTURNO;47;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R DOUTOR JOSÉ MARCELINO;NOTURNO;48;TER, QUI, SAB
01:00 à 04:20 hs;3-23;R MONSENHOR JÚLIO MARIA;NOTURNO;49;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R JOSÉ DE HOLANDA;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R REAL DA TORRE;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R PADRE ANCHIETA;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R COSTA GOMES;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R DAVINO PONTUAL;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R CLÓVIS BEVILÁQUIA;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R COSTA GOMES;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R JOSÉ BONIFÁCIO;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R MELQUISEDEQUE DE LIMA;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R CONDE DE IRAJÁ;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R NETO CAMPELO;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R CONDE DE IRAJÁ;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R PADRE ANCHIETA;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R ANTÔNIO RABELO;NOTURNO;14;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R CLÓVIS BEVILÁQUIA;NOTURNO;15;TER, QUI, SAB
19:30 à 00:00 hs;3-25;PÇA DOMINGOS GIOVANETTI;NOTURNO;16;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R ÁGUAS BELAS;NOTURNO;17;TER, QUI, SAB
19:30 à 00:00 hs;3-25;AV BEIRA RIO;NOTURNO;18;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R ANTÔNIO CARLOS DE ANDRADE;NOTURNO;19;TER, QUI, SAB
19:30 à 00:00 hs;3-25;R TAMBÉ;NOTURNO;20;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R MELQUISEDEQUE DE LIMA;NOTURNO;21;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R DONA IZABEL DE BARROS;NOTURNO;22;TER, QUI, SAB
01:00 à 04:20 hs;3-25;TV VITORIANO PALHARES;NOTURNO;23;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R DONA IZABEL DE BARROS;NOTURNO;24;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R SEM DENOMINAÇÃO;NOTURNO;25;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R BENJAMIM CONSTANT;NOTURNO;26;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R DOS OPERÁRIOS;NOTURNO;27;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R VINTE E QUATRO DE FEVEREIRO;NOTURNO;28;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R MARCOS ANDRÉ;NOTURNO;29;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R ANA NERY;NOTURNO;30;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R ASCENDINO NEVES;NOTURNO;31;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R DOS ARTISTAS;NOTURNO;32;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R ARAGUATINS;NOTURNO;33;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R FREI JABOATÃO;NOTURNO;34;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R AURÉLIO DOMINGUES;NOTURNO;35;TER, QUI, SAB
01:00 à 04:20 hs;3-25;R PROFESSORA ANGELA PINTO;NOTURNO;36;TER, QUI, SAB
01:00 à 04:20 hs;3-25;AV BEIRA RIO;NOTURNO;37;TER, QUI, SAB
19:30 à 00:00 hs;3-27;AV CAXANGÁ;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R JOSÉ OSÓRIO;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R REAL DA TORRE;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R MANUEL BEZERRA;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R REVERENDO SAMUEL FALCÃO;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R CASTRO LEÃO;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R DEZENOVE DE NOVEMBRO;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R JOSÉ OSÓRIO;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R MENEZES DRUMOND;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R JOSÉ HIGINO;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R DOUTOR JOÃO COIMBRA;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R DOUTOR BERARDO;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R ERNANI BRAGA;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R MONSENHOR SILVA;NOTURNO;14;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R MONSENHOR SILVA;NOTURNO;15;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R DOUTOR JOÃO COIMBRA;NOTURNO;16;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R SEVERINO PESSOA;NOTURNO;17;TER, QUI, SAB
19:30 à 00:00 hs;3-27;R CANGUARETAMA;NOTURNO;18;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R GRACILIANO CARDOSO;NOTURNO;19;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R FAGUNDES VARELA;NOTURNO;20;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R TATUI;NOTURNO;21;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R REVERENDO SAMUEL FALCÃO;NOTURNO;22;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R DOUTOR SABINO PINHO;NOTURNO;23;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R ENGENHEIRO LEONARDO ARCOVERDE;NOTURNO;24;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R ESTÁCIO DE SÁ;NOTURNO;25;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R DOUTORA AMARILES BARBOSA DE AGUIAR;NOTURNO;26;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R CAMPOS SALES;NOTURNO;27;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R DOS ALIADOS;NOTURNO;28;TER, QUI, SAB
01:00 à 04:20 hs;3-27;R ESTÁCIO DE SÁ;NOTURNO;29;TER, QUI, SAB
19:30 à 00:00 hs;3-29;BC DO CHAMEGO;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R VISCONDE DE ITAPARICA;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R FLORIANO FRANCISCO OLIVEIRA;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R FIGUEIROA FARIA;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R REAL DA TORRE;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R VITORIANO PALHARES;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R REAL DA TORRE;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R VITORIANO PALHARES;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R CONDE DE IRAJÁ;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R PIO IX;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R JOSÉ DE HOLANDA;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R BARRA GRANDE;NOTURNO;12;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R LAGOA DO RANCHO;NOTURNO;13;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R TAQUARANA;NOTURNO;14;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R SANTA CRUZ DO DESERTO;NOTURNO;15;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R ELIEZER OLÍMPIO DE MOURA;NOTURNO;16;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R LAURA CAMPELO;NOTURNO;17;TER, QUI, SAB
19:30 à 00:00 hs;3-29;R HORÁCIO CAHU;NOTURNO;18;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R JOSÉ DE HOLANDA;NOTURNO;19;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R DOUTOR VICENTE FERREIRA;NOTURNO;20;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R CONDE DE IRAJÁ;NOTURNO;21;TER, QUI, SAB
01:00 à 04:20 hs;3-29;PÇA PROFESSOR BARRETO CAMPELO;NOTURNO;22;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R DOM MANOEL DA COSTA;NOTURNO;23;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R PADRE ANCHIETA;NOTURNO;24;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R PADRE LANDIN;NOTURNO;25;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R GOMES FREIRE;NOTURNO;26;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R ANTÔNIO VIERA;NOTURNO;27;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R BELARMINO CARNEIRO;NOTURNO;28;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R MANUEL BERNARDES;NOTURNO;29;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R ERNANI BRAGA;NOTURNO;30;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R GALVÃO RAPOSO;NOTURNO;31;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R MONSENHOR SILVA;NOTURNO;32;TER, QUI, SAB
01:00 à 04:20 hs;3-29;R GALVÃO RAPOSO;NOTURNO;33;TER, QUI, SAB
19:30 à 00:00 hs;3-31;AV CAXANGÁ;NOTURNO;1;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R ELIZEU CAVALCANTE;NOTURNO;2;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R COSTA MAIA;NOTURNO;3;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R ZENÓBIO LINS;NOTURNO;4;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R DOUTOR JOÃO LACERDA;NOTURNO;5;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R SOLDADO ADALBERTO DE MELO;NOTURNO;6;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R THEOTÔNIO FREIRE;NOTURNO;7;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R DOUTOR FEITOSA;NOTURNO;8;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R PESSOA GUERRA;NOTURNO;9;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R DESEMBARGADOR FRANCISCO LUIZ;NOTURNO;10;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R LEVINO FERREIRA;NOTURNO;11;TER, QUI, SAB
19:30 à 00:00 hs;3-31;R ODETE MONTEIRO;NOTURNO;12;TER, QUI, SAB
