intervalo;setor;endereco;turno;rota_setor;frequencia
07:30 à 12:00 hs;6-30;RUA ERNESTO CAVALCANTI;MANHÃ;8;DIARIA
07:30 à 12:00 hs;6-30;RUA LEILA FELIX KARAN;MANHÃ;9;DIARIA
07:30 à 12:00 hs;6-30;RUA PARENTE VIANA,  CONFINAMENTO;MANHÃ;10;DIARIA
07:30 à 12:00 hs;6-30;ESTAÇÃO SANTA LUZIA;MANHÃ;11;DIARIA
07:30 à 12:00 hs;6-30;PRAÇA DE SAN MARTIN;MANHÃ;12;DIARIA
07:30 à 12:00 hs;6-30;ESTRADA DO BOMGI;MANHÃ;13;DIARIA
07:30 à 12:00 hs;6-30;RUA IZAQUE MAKLE;TARDE;14;DIARIA
07:30 à 12:00 hs;6-30;RUA CÔNEGO XAVIER;TARDE;15;DIARIA
07:30 à 12:00 hs;6-30;RUA COSME VIANA;TARDE;16;DIARIA
07:30 à 12:00 hs;6-30;RUA PRÍNCIPE DA BEIRA;TARDE;17;DIARIA
07:30 à 12:00 hs;6-30;RUA JOSÉ RAMOS DE VASCONCELOS;TARDE;18;DIARIA
07:30 à 12:00 hs;6-30;RUA APARECIDA DE MINAS;TARDE;19;DIARIA
07:30 à 12:00 hs;6-30;RUA LAURA BANDEIRA DE MELO;TARDE;20;DIARIA
07:30 à 12:00 hs;6-30;RUA FLAVIO MAROJA;TARDE;21;DIARIA
13:00 à 17:20 hs;6-30;RUA DR. ANTONIO CORREIA DE OLIVIERA;TARDE;22;DIARIA
13:00 à 17:20 hs;6-30;RUA CATURITI;TARDE;23;DIARIA
13:00 à 17:20 hs;6-30;RUA TABAIARES;TARDE;24;DIARIA
07:30 à 12:00 hs;6-60;AV SUL;MANHÃ;1;DIARIA
07:30 à 12:00 hs;6-60;AV ALFREDO LISBOA;MANHÃ;2;DIARIA
07:30 à 12:00 hs;6-60;CAM DO APOLO;MANHÃ;3;DIARIA
07:30 à 12:00 hs;6-60;R DA AURORA;MANHÃ;4;DIARIA
07:30 à 12:00 hs;6-60;R DO RIACHUELO;MANHÃ;5;DIARIA
07:30 à 12:00 hs;6-60;AV CONDE DA BOA VISTA;MANHÃ;6;DIARIA
07:30 à 12:00 hs;6-60;R DO HOSPÍCIO;MANHÃ;7;DIARIA
07:30 à 12:00 hs;6-60;R DA SANTA CRUZ;MANHÃ;8;DIARIA
07:30 à 12:00 hs;6-60;R SÃO GONÇALO;MANHÃ;9;DIARIA
07:30 à 12:00 hs;6-60;R DOS COELHOS;MANHÃ;10;DIARIA
07:30 à 12:00 hs;6-60;AV GOVERNADOR AGAMENON MAGALHÃES;MANHÃ;11;DIARIA
07:30 à 12:00 hs;6-60;AV GOVERNADOR AGAMENON MAGALHÃES - PISTA LATERAL;MANHÃ;12;DIARIA
13:00 à 17:20 hs;6-60;PÇA DO DERBY;TARDE;13;DIARIA
13:00 à 17:20 hs;6-60;R JOAQUIM NABUCO;TARDE;14;DIARIA
13:00 à 17:20 hs;6-60;AV RUI BARBOSA;TARDE;15;DIARIA
13:00 à 17:20 hs;6-60;R JOÃO FERNANDES VIEIRA;TARDE;16;DIARIA
13:00 à 17:20 hs;6-60;AV OLIVEIRA LIMA;TARDE;17;DIARIA
13:00 à 17:20 hs;6-60;AC P/ R DO HOSPÍCIO;TARDE;18;DIARIA
13:00 à 17:20 hs;6-60;AV DANTAS BARRETO;TARDE;19;DIARIA
13:00 à 17:20 hs;6-60;AV GUARARAPES;TARDE;20;DIARIA
13:00 à 17:20 hs;6-60;AV DOUTOR SEVERINO PINHEIRO;TARDE;21;DIARIA
13:00 à 17:20 hs;6-60;R DO SOL;TARDE;22;DIARIA
13:00 à 17:20 hs;6-60;PÇA DA REPÚBLICA;TARDE;23;DIARIA
13:00 à 17:20 hs;6-60;AV MARTINS DE BARROS;TARDE;24;DIARIA
07:30 à 12:00 hs;6-16;AV DA SAUDADE;MANHÃ;1;DIARIA
07:30 à 12:00 hs;6-16;AV CRUZ CABUGÁ;MANHÃ;2;DIARIA
07:30 à 12:00 hs;6-16;R TAURINO BATISTA;MANHÃ;3;DIARIA
07:30 à 12:00 hs;6-16;R DOS CASADOS;MANHÃ;4;DIARIA
07:30 à 12:00 hs;6-16;PÇA GENERAL CARLOS PINTO;MANHÃ;5;DIARIA
07:30 à 12:00 hs;6-16;R DONA MARIANA REGO BARRETO;MANHÃ;6;DIARIA
07:30 à 12:00 hs;6-16;ESTR DE BELÉM;MANHÃ;7;DIARIA
07:30 à 12:00 hs;6-16;AV PROFESSOR JOSÉ DOS ANJOS;MANHÃ;8;DIARIA
13:00 à 17:20 hs;6-16;R DA REGENERAÇÃO;TARDE;9;DIARIA
13:00 à 17:20 hs;6-16;AV BEBERIBE;TARDE;10;DIARIA
13:00 à 17:20 hs;6-16;AV LUÍS CORREIA DE BRITO;TARDE;11;DIARIA
13:00 à 17:20 hs;6-16;R ALEGRE;TARDE;12;DIARIA
13:00 à 17:20 hs;6-16;R JERÔNIMO VILELA;TARDE;13;DIARIA
13:00 à 17:20 hs;6-16;R DESENHISTA EULINO SANTOS;TARDE;14;DIARIA
13:00 à 17:20 hs;6-16;R DONA MARIA DE SOUSA;TARDE;15;DIARIA
07:30 à 12:00 hs;6-26;RUA SÃO MIGUEL;MANHÃ;1;DIARIA
07:30 à 12:00 hs;6-26;RUA SANTOS ARAÚJO;MANHÃ;2;DIARIA
07:30 à 12:00 hs;6-26;RUA PROF. AUGUSTO WANDERLEY FILHO;MANHÃ;3;DIARIA
07:30 à 12:00 hs;6-26;AVENIDA SUL;MANHÃ;4;DIARIA
07:30 à 12:00 hs;6-26;RUA NICOLAU PEREIRA;MANHÃ;5;DIARIA
07:30 à 12:00 hs;6-26;RUA DA PAZ;MANHÃ;6;DIARIA
07:30 à 12:00 hs;6-26;RUA SÃO MIGUEL;MANHÃ;7;DIARIA
07:30 à 12:00 hs;6-26;RUA DR. JOSÉ RUFINO;MANHÃ;8;DIARIA
07:30 à 12:00 hs;6-26;AVENIDA ESTÂNCIA;MANHÃ;9;DIARIA
07:30 à 12:00 hs;6-26;AVENIDA RECIFE;MANHÃ;10;DIARIA
07:30 à 12:00 hs;6-26;RETORNO NA AV. GAL SAN MARTIN;MANHÃ;11;DIARIA
07:30 à 12:00 hs;6-26;AVENIDA RECIFE;MANHÃ;12;DIARIA
07:30 à 12:00 hs;6-26;AVENIDA PRES. DUTRA;MANHÃ;13;DIARIA
07:30 à 12:00 hs;6-26;AVENIDA PRES. DUTRA;MANHÃ;14;DIARIA
07:30 à 12:00 hs;6-26;AVENIDA RECIFE;MANHÃ;15;DIARIA
07:30 à 12:00 hs;6-26;RUA JEAN ÉMILE FAVRE;MANHÃ;16;DIARIA
13:00 à 17:20 hs;6-26;RUA JAMAICA;TARDE;17;DIARIA
13:00 à 17:20 hs;6-26;RUA MADRID;TARDE;18;DIARIA
13:00 à 17:20 hs;6-26;RUA ARQUITETO LUIZ NUNES;TARDE;19;DIARIA
13:00 à 17:20 hs;6-26;RUA OLIVIA MENELAU;TARDE;20;DIARIA
13:00 à 17:20 hs;6-26;RUA ALVARO AMORIM;TARDE;21;DIARIA
13:00 à 17:20 hs;6-26;RUA ENG. OTÁVIO ARANTES;TARDE;22;DIARIA
13:00 à 17:20 hs;6-26;RUA JULIO VERNE;TARDE;23;DIARIA
13:00 à 17:20 hs;6-26;RUA ARQUITETO LUIZ NUNES;TARDE;24;DIARIA
13:00 à 17:20 hs;6-26;AVENIDA PINHEIROS;TARDE;25;DIARIA
13:00 à 17:20 hs;6-26;RUA CINCO DE MAIO;TARDE;26;DIARIA
13:00 à 17:20 hs;6-26;RUA ARQUITETO LUIZ NUNES;TARDE;27;DIARIA
13:00 à 17:20 hs;6-26;RUA JEAN ÉMILE FAVRE;TARDE;28;DIARIA
13:00 à 17:20 hs;6-26;AVENIDA RECIFE;TARDE;29;DIARIA
13:00 à 17:20 hs;6-26;RUA HAVAÍ;TARDE;30;DIARIA
07:30 à 12:00 hs;6-28;AV. GAL SAN MARTIN E DERRAME;MANHÃ;1;DIARIA
07:30 à 12:00 hs;6-28;AVENIDA RECIFE;MANHÃ;2;DIARIA
07:30 à 12:00 hs;6-28;RUA VINTE E UM DE ABRIL;MANHÃ;3;DIARIA
07:30 à 12:00 hs;6-28;AVENIDA ENG. ABIDIAS DE CARVALHO;MANHÃ;4;DIARIA
07:30 à 12:00 hs;6-28;RUA ANTONIO CURADO;MANHÃ;5;DIARIA
07:30 à 12:00 hs;6-28;RUA JOÃO IVO DA SILVA;MANHÃ;6;DIARIA
07:30 à 12:00 hs;6-28;RUA COSME VIANA;MANHÃ;7;DIARIA
07:30 à 12:00 hs;6-28;RUA PROF. AUGUSTO WANDERLEY FILHO;MANHÃ;8;DIARIA
07:30 à 12:00 hs;6-28;RUA NICOLAU PEREIRA;MANHÃ;9;DIARIA
07:30 à 12:00 hs;6-28;AVENIDA SUL;MANHÃ;10;DIARIA
07:30 à 12:00 hs;6-28;RUA DA PAZ;MANHÃ;11;DIARIA
07:30 à 12:00 hs;6-28;LARGO DA PAZ;MANHÃ;12;DIARIA
13:00 à 17:20 hs;6-28;ESTRADA DOS REMEDIOS;TARDE;13;DIARIA
13:00 à 17:20 hs;6-28;RUA JOÃO IVO DA SILVA;TARDE;14;DIARIA
13:00 à 17:20 hs;6-28;RUA COSME VIANA;TARDE;15;DIARIA
13:00 à 17:20 hs;6-28;ESTRADA DOS REMEDIOS;TARDE;16;DIARIA
13:00 à 17:20 hs;6-28;AVENIDA VISCONDE DE SÃO LEOPOLDO;TARDE;17;DIARIA
13:00 à 17:20 hs;6-28;AVENIDA PROF. MORAES REGO;TARDE;18;DIARIA
13:00 à 17:20 hs;6-28;RETORNO NO VIADUTO DA AVENIDA CAXANGA;TARDE;19;DIARIA
13:00 à 17:20 hs;6-28;AVENIDA APIPULCOS ;TARDE;20;DIARIA
13:00 à 17:20 hs;6-28;AVENIDA 17 DE AGOSTO;TARDE;21;DIARIA
07:30 à 12:00 hs;2-04;R GASPAR PEREZ;MANHÃ;1;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R JOSÉ TAVARES DA MOTA;MANHÃ;2;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R MAURICEIA;MANHÃ;3;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R GENERAL VARGAS;MANHÃ;4;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R MANOEL JOAQUIM DE CASTRO;MANHÃ;5;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R LAGO VERDE;MANHÃ;6;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R FREI ORLANDO;MANHÃ;7;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R OSVALDO GUIMARÃES;MANHÃ;8;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R MANOEL JOAQUIM DE ALMEIDA;MANHÃ;9;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R COSME BEZERRA;MANHÃ;10;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R CELESTINA NEVES;MANHÃ;11;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R MANOEL JOAQUIM DE ALMEIDA;MANHÃ;12;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;AV PROFESSOR MORAIS REGO;MANHÃ;13;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R EMILIANO BRAGA;MANHÃ;14;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R RIO FORMOSO;MANHÃ;15;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R JOÃO DE LIMA;MANHÃ;16;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R RIBEIRÃO;MANHÃ;17;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R RIO FORMOSO;MANHÃ;18;SEG, QUA, SEX
07:30 à 12:00 hs;2-04;R FELICIANO LINS;MANHÃ;19;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R JOSÉ TAVARES DA MOTA;TARDE;20;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;AV MÁRIO ÁLVARES PEREIRA DE LIRA;TARDE;21;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R EMMA DA C GOMES;TARDE;22;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R JACAUNA;TARDE;23;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;PÇA SALGUEIRO;TARDE;24;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R COMENDADOR ÁLVARES DE CARVALHO;TARDE;25;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;PÇA SALGUEIRO;TARDE;26;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R GENERAL CÂNDIDO BORGES CASTELO BRANCO;TARDE;27;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R JACAUNA;TARDE;28;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R CANAÃ;TARDE;29;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R CÂNDIDA LOPES MARQUES;TARDE;30;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R AMBRÓSIO MACHADO;TARDE;31;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R PUREZA;TARDE;32;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R MANOEL JOAQUIM DE CASTRO;TARDE;33;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R FERNÃO CARDIM;TARDE;34;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;1ª TV MANOEL AZEVEDO;TARDE;35;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;R EXPEDICIONÁRIO AÍLSON SIMÕES;TARDE;36;SEG, QUA, SEX
13:00 à 17:20 hs;2-04;AV CAMARÃO;TARDE;37;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;ESTR DO PASSARINHO;MANHÃ;1;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;RAMPA;MANHÃ;2;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;RAMPA;MANHÃ;3;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;RAMPA;MANHÃ;4;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;RAMPA;MANHÃ;5;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;RAMPA;MANHÃ;6;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;ESTR DO PASSARINHO;MANHÃ;7;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;ESTR DO PASSARINHO;MANHÃ;8;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;ROD BR-101;MANHÃ;9;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;ROD BR-101;MANHÃ;10;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;RETORNO;MANHÃ;11;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;R PROFESSOR JOAQUIM CAVALCANTI;MANHÃ;12;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;R DO PALANQUE;MANHÃ;13;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;R MONSENHOR FABRÍCIO;MANHÃ;14;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;R REZENDE;MANHÃ;15;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;R DO SOL;MANHÃ;16;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;AV NOSSA SENHORA DA SAÚDE;MANHÃ;17;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;R JOÃO ROSENDO;MANHÃ;18;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;R SIGISMUNDO GONÇALVES;MANHÃ;19;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;AV INÁCIO MONTEIRO;MANHÃ;20;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;AV INÁCIO MONTEIRO;MANHÃ;21;SEG, QUA, SEX
07:30 à 12:00 hs;2-06;AV INÁCIO MONTEIRO;MANHÃ;22;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R CONSELHEIRO SILVEIRA DE SOUSA;TARDE;23;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R CONSELHEIRO SILVEIRA DE SOUSA;TARDE;24;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R DESEMBARGADOR VIRGILIO SÁ PEREIRA;TARDE;25;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R RIO JIQUIÁ;TARDE;26;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R DOUTOR MIGUEL VIEIRA FERREIRA;TARDE;27;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R CLÁUDIO BROTHERHOOD;TARDE;28;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R CLÁUDIO BROTHERHOOD;TARDE;29;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R CLÁUDIO BROTHERHOOD;TARDE;30;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R DOUTOR MIGUEL VIEIRA FERREIRA;TARDE;31;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R RIO CAPIBARIBE;TARDE;32;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R RIO CAPIBARIBE;TARDE;33;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R NOSSA SENHORA DE LOURDES;TARDE;34;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R ESTRELA DO LESTE;TARDE;35;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R BARÃO DE DRUMOND;TARDE;36;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R BARÃO DE DRUMOND;TARDE;37;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R BARÃO DE DRUMOND;TARDE;38;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R EURICO DE SOUZA LEÃO;TARDE;39;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R EURICO DE SOUZA LEÃO;TARDE;40;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R RIO DE JANEIRO;TARDE;41;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R TAMBORIL;TARDE;42;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R IJUÍ;TARDE;43;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R RIO DE JANEIRO;TARDE;44;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R TAPEROÁ;TARDE;45;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R RUBIM;TARDE;46;SEG, QUA, SEX
13:00 à 17:20 hs;2-06;R RIO JIQUIÁ;TARDE;47;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R URUBÁ;MANHÃ;1;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R PARANAGUA;MANHÃ;2;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R PORTA LUCENA;MANHÃ;3;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R MARAVILHA;MANHÃ;4;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R DEZESSEIS DE OUTUBRO;MANHÃ;5;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R VINTE E SETE DE JANEIRO;MANHÃ;6;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R VERANÓPOLIS;MANHÃ;7;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R VINTE E SETE DE JANEIRO;MANHÃ;8;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R PUXINANA;MANHÃ;9;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R DA OLARIA;MANHÃ;10;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;V ASA BRANCA;MANHÃ;11;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R ESTANISLAU CORREIA;MANHÃ;12;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R GUAPIARA;MANHÃ;13;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R ESTANISLAU CORREIA;MANHÃ;14;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R TUMIRITINGA;MANHÃ;15;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R JÚLIO ANTUNES CAMPELO;MANHÃ;16;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R JAGUARI;MANHÃ;17;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R IGUARACI;MANHÃ;18;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R JAGUARI;MANHÃ;19;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R TUMIRITINGA;MANHÃ;20;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R BRASILÉIA;MANHÃ;21;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R OCIDENTAL;MANHÃ;22;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R ANTÔNIO CARLOS;MANHÃ;23;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R RIO JABOATÃO;MANHÃ;24;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R PROFESSOR JOAQUIM XAVIER DE BRITO;MANHÃ;25;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;AV INÁCIO MONTEIRO;MANHÃ;26;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R OCIDENTAL;MANHÃ;27;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R ANTÔNIO CARLOS;MANHÃ;28;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R FELIXLÂNDIA;MANHÃ;29;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R MANOEL GONÇALVES DE OLIVEIRA;MANHÃ;30;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R DOUTOR MIGUEL VIEIRA FERREIRA;MANHÃ;31;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R LINDOLFO COLOR;MANHÃ;32;SEG, QUA, SEX
07:30 à 12:00 hs;2-10;R BONFIM;MANHÃ;33;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R LINDOLFO COLOR;TARDE;34;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R EURICO DE SOUZA LEÃO;TARDE;35;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R DOUTOR MIGUEL VIEIRA FERREIRA;TARDE;36;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R SERTANÓPOLIS;TARDE;37;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R SOROCABA;TARDE;38;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R RIO GRANDE DO NORTE;TARDE;39;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R MANOEL GONÇALVES DE OLIVEIRA;TARDE;40;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R SOROCABA;TARDE;41;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R PROFESSOR JOAQUIM XAVIER DE BRITO;TARDE;42;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R VISCONDE DE ITABORAÍ;TARDE;43;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R PIO GENÉSIO GUERRA;TARDE;44;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R AMBRÓSIO MACHADO;TARDE;45;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R IPINIRÁS;TARDE;46;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R CRUZETA;TARDE;47;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;AV MÁRIO ÁLVARES PEREIRA DE LIRA;TARDE;48;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;PÇA PROFESSOR COELHO DE ALMEIDA;TARDE;49;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R CONSELHEIRO SILVEIRA DE SOUSA;TARDE;50;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;AV INÁCIO MONTEIRO;TARDE;51;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R ÁUREO XAVIER;TARDE;52;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R DESEMBARGADOR VIRGILIO SÁ PEREIRA;TARDE;53;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;AV CAMARÃO;TARDE;54;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R VISCONDE DE ITABORAÍ;TARDE;55;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R EURICO DE SOUZA LEÃO;TARDE;56;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R MATHUZALEM WANDERLEY;TARDE;57;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R RIO CAPIBARIBE;TARDE;58;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R ROLÂNDIA;TARDE;59;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R RIO CAPIBARIBE;TARDE;60;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R RIO JIQUIÁ;TARDE;61;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R IPINIRÁS;TARDE;62;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R CRISTIANÓPOLIS;TARDE;63;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R RIO TEJIPIÓ;TARDE;64;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R RIO JABOATÃO;TARDE;65;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;R PIO GENÉSIO GUERRA;TARDE;66;SEG, QUA, SEX
13:00 à 17:20 hs;2-10;AV MÁRIO ÁLVARES PEREIRA DE LIRA;TARDE;67;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R ANTÔNIO CURADO;MANHÃ;1;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;TV MANUEL ALVES DEUS DARÁ;MANHÃ;2;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R JOSÉ DOS SANTOS;MANHÃ;3;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R NELSON VIANA;MANHÃ;4;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R ARARUNA;MANHÃ;5;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R ARAPOTI;MANHÃ;6;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R ARARUNA;MANHÃ;7;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R AMARANTE;MANHÃ;8;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R JOSÉ DOS SANTOS;MANHÃ;9;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R NELSON VIANA;MANHÃ;10;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R DOM JOÃO MOURA;MANHÃ;11;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R WALDEMAR FALCÃO;MANHÃ;12;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;TV MANUEL ALVES DEUS DARÁ;MANHÃ;13;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R ANTÔNIO BORGES UCHOA;MANHÃ;14;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R DONA COSMA FRÓES;MANHÃ;15;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R DONA COSMA FRÓES;MANHÃ;16;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R SILVINO LIRA;MANHÃ;17;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R PEDRO DA CUNHA ANDRADE;MANHÃ;18;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R ANTÔNIO BORGES UCHOA;MANHÃ;19;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R CARNEIRO DE MARIZ;MANHÃ;20;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R LUIZ DA CAMARA CASCUDO;MANHÃ;21;SEG, QUA, SEX
07:30 à 12:00 hs;2-12;R CARNEIRO DE MARIZ;MANHÃ;22;SEG, QUA, SEX
